Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	EPFL_mean_numberOfNucleiScore	EPFL_mean_numberOfInfectedNucleiScore	EPFL_mean_infectionIndexScore	EPFL_mean_numberOfPlaquesScore	EPFL_mean_totalVirusIntensityScore	EPFL_mean_numberOfNuclei_normalized	EPFL_mean_numberOfInfectedNuclei_normalized	EPFL_mean_infectionIndex_normalized	EPFL_mean_numberOfPlaques_normalized	EPFL_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-1455	Olanzapine	B	P4	BSF018293	BSF018297	BSF018301	BSF018305	0						0.04	0.081	0.039	-0.004	-0.013	
Prestw-1456	Opipramol dihydrochloride	B	A5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.039	-0.057	-0.108	-0.18	-0.193	
Prestw-1459	Oxfendazol	B	B5	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.066	0.006	0.082	0.054	0.052	
Prestw-1460	Oxibendazol	B	D5	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.088	-0.016	0.086	0.133	0.081	
Prestw-1463	Tomoxetine hydrochloride	B	E5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.024	0.082	0.062	0.005	0.1	
Prestw-1464	Tosufloxacin hydrochloride	B	F5	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.12	-0.134	0.001	-0.126	-0.046	
Prestw-1465	Tramadol hydrochloride	B	G5	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.047	0.039	0.091	0.035	0.081	
Prestw-1467	Troglitazone	B	H5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.049	0.325	0.297	0.138	0.351	
Prestw-1469	Mercaptopurine	B	I5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.003	0.188	0.198	0.022	0.264	
Prestw-1471	Amfepramone hydrochloride	B	K5	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.034	-0.071	-0.033	-0.14	-0.041	
Prestw-1472	Hexachlorophene	B	L5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.039	0.451	0.454	0.263	0.588	
Prestw-1473	Estradiol Valerate	B	M5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.024	0.126	0.105	-0.047	0.145	
Prestw-1474	Chloroxine	B	N5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.065	0.231	0.177	0.004	0.2	
Prestw-1475	Oxacillin sodium	B	O5	BSF018293	BSF018297	BSF018301	BSF018305	0						0.154	0.269	0.122	0.096	0.17	
Prestw-1476	Amcinonide	B	P5	BSF018293	BSF018297	BSF018301	BSF018305	1	0.582	0.559				0.582	0.56	-0.245	0.041	0.363	
Prestw-1477	Penicillamine	B	A6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.1	0.122	0.013	-0.147	0.02	
Prestw-1478	Rifaximin	B	B6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.012	-0.046	-0.062	-0.079	-0.121	
Prestw-1479	Triclosan	B	C6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.014	0.259	0.265	0.227	0.325	
Prestw-1480	Racepinephrine HCl	B	E6	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.007	-0.004	0.008	-0.102	-0.02	
Prestw-1481	Cyclophosphamide	B	F6	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.046	-0.024	0.032	0.005	0.011	
Prestw-1482	Valproic acid	B	G6	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.004	0.167	0.178	0.093	0.231	
Prestw-1483	Fludarabine	B	H6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.055	0.075	0.019	0.039	-0.039	
Prestw-1484	Cladribine	B	I6	BSF018293	BSF018297	BSF018301	BSF018305	1	0.902	1.118	1.039	1	1.299	0.902	1.119	1.039	1.002	1.301	
Prestw-1486	Cortisol acetate	B	J6	BSF018293	BSF018297	BSF018301	BSF018305	1	0.457					0.457	0.461	-0.107	0.005	0.287	
Prestw-1487	Mesna	B	K6	BSF018293	BSF018297	BSF018301	BSF018305	0						0	-0.044	-0.036	-0.044	-0.019	
Prestw-1488	Penciclovir	B	L6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.002	-0.03	-0.029	-0.05	-0.056	
Prestw-1489	Amifostine	B	M6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.024	0.099	0.077	-0.058	0.135	
Prestw-1490	Nalmefene hydrochloride	B	O6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.035	-0.03	-0.075	-0.102	-0.126	
Prestw-1491	Pentobarbital	B	P6	BSF018293	BSF018297	BSF018301	BSF018305	0						0.113	0.118	-0.013	-0.131	-0.083	
Prestw-1492	Lamotrigine	B	A7	BSF018293	BSF018297	BSF018301	BSF018305	0						0.03	-0.022	-0.059	-0.045	-0.089	
Prestw-1493	Topiramate	B	B7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.061	-0.11	-0.037	0.11	-0.089	
Prestw-1494	Irinotecan Hydrochloride	B	C7	BSF018293	BSF018297	BSF018301	BSF018305	0						0.009	0.059	0.059	0.143	0.079	
Prestw-1495	Rabeprazole Sodium salt	B	D7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.081	0.095	0.183	0.029	0.209	
Prestw-1497	Ambrisentan	B	E7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.028	-0.167	-0.137	-0.126	-0.175	
Prestw-1498	Camylofine chlorhydrate	B	F7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.044	-0.024	0.032	0.009	0.002	
Prestw-1499	Fomepizole	B	G7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.022	0.035	0.063	-0.044	0.095	
Prestw-1500	Voriconazole	B	J7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.03	-0.039	0.003	0.166	0.027	
Prestw-1501	Fenipentol	B	K7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.048	0.031	0.092	-0.063	0.133	
Prestw-1502	Acamprosate calcium	B	L7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.098	-0.04	0.067	0.016	0.097	
Prestw-1503	Diosmin	B	M7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.002	0.162	0.172	0.058	0.233	
Prestw-1505	Valacyclovir hydrochloride	B	N7	BSF018293	BSF018297	BSF018301	BSF018305	0						0.033	0.171	0.152	0.069	0.139	
Prestw-1506	Mizolastine	B	O7	BSF018293	BSF018297	BSF018301	BSF018305	0						0.04	0.183	0.156	0.031	0.167	
Prestw-1507	Acefylline	B	P7	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.024	-0.084	-0.056	-0.016	-0.069	
Prestw-1508	Ibutilide fumarate	B	A8	BSF018293	BSF018297	BSF018301	BSF018305	0						0.046	-0.033	-0.089	-0.068	-0.125	
Prestw-1509	Deflazacort	B	B8	BSF018293	BSF018297	BSF018301	BSF018305	1	0.608	0.594				0.608	0.595	-0.255	0.066	0.364	
Prestw-1510	Dolasetron mesilate	B	D8	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.034	0.11	0.159	0.082	0.122	
Prestw-1511	Aceclidine Hydrochloride	B	E8	BSF018293	BSF018297	BSF018301	BSF018305	0						0.007	0.135	0.135	0.14	0.169	
Prestw-1512	Abacavir Sulfate	B	F8	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.024	-0.066	-0.03	-0.108	-0.059	
Prestw-1514	Darifenacin hydrobromide	B	G8	BSF018293	BSF018297	BSF018301	BSF018305	0						0.004	-0.073	-0.084	-0.109	-0.135	
Prestw-1516	Levalbuterol hydrochloride	B	H8	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.001	0.058	0.07	-0.135	0.033	
Prestw-1600	Aprepitant	B	B9	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.079	-0.139	-0.042	-0.034	-0.107	
Prestw-1601	Pinaverium bromide	B	C9	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.048	-0.061	-0.005	0.04	-0.027	
Prestw-1602	Indatraline hydrochloride	B	D9	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.069	-0.312	-0.227	-0.047	-0.256	
Prestw-1603	Pemirolast potassium	B	E9	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.027	-0.064	-0.032	-0.136	-0.013	
Prestw-1604	(-)-Emtricitabine	B	F9	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.03	0.014	0.06	-0.003	0.048	
Prestw-1700	Histamine dihydrochloride	B	B10	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.029	0.094	0.132	0.162	0.14	
Prestw-1701	Clopidogrel	B	C10	BSF018293	BSF018297	BSF018301	BSF018305	0						0.001	0.235	0.25	0.115	0.314	
Prestw-1702	Trimetozine	B	D10	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.017	0.065	0.084	0.078	0.089	
Prestw-1703	1,8-Dihydroxyanthraquinone	B	E10	BSF018293	BSF018297	BSF018301	BSF018305	0						0.025	-0.013	-0.043	-0.102	-0.031	
Prestw-1704	Desonide	B	F10	BSF018293	BSF018297	BSF018301	BSF018305	1	0.532	0.554				0.533	0.554	-0.119	-0.014	0.4	
Prestw-1705	Diatrizoic acid dihydrate	B	G10	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.01	-0.109	-0.105	-0.085	-0.153	
Prestw-1706	Donepezil hydrochloride	B	H10	BSF018293	BSF018297	BSF018301	BSF018305	0						0.022	0.19	0.183	-0.018	0.217	
Prestw-1707	Doxapram hydrochloride	B	I10	BSF018293	BSF018297	BSF018301	BSF018305	0						0.016	-0.044	-0.066	-0.136	-0.093	
Prestw-1708	(R)-Duloxetine hydrochloride	B	J10	BSF018293	BSF018297	BSF018301	BSF018305	0						0.057	-0.03	-0.102	-0.066	-0.113	
Prestw-1709	Estramustine	B	K10	BSF018293	BSF018297	BSF018301	BSF018305	0						0.006	0.061	0.059	0.103	0.069	
Prestw-1710	Ethoxzolamide	B	M10	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.004	0.032	0.037	-0.047	0.041	
Prestw-1711	Felbamate	B	N10	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.009	-0.105	-0.096	0.019	-0.132	
Prestw-1712	Flumethasone pivalate	B	O10	BSF018293	BSF018297	BSF018301	BSF018305	1	0.607	0.585				0.607	0.586	-0.277	0.095	0.377	
Prestw-1713	Fenoldopam	B	P10	BSF018293	BSF018297	BSF018301	BSF018305	0						0.007	-0.083	-0.1	-0.199	-0.079	
Prestw-1714	Adapalene	B	A11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.115	0.004	-0.148	-0.28	-0.227	
Prestw-1715	Algestone acetophenide	B	B11	BSF018293	BSF018297	BSF018301	BSF018305	1						0.139	0.271	0.139	-0.018	0.16	
Prestw-1716	Altrenogest	B	C11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.099	0.252	0.167	0.102	0.2	
Prestw-1717	Aminacrine	B	D11	BSF018293	BSF018297	BSF018301	BSF018305	0			0.7		0.728	-0.444	0.448	0.7	0.308	0.728	
Prestw-1718	Amlexanox	B	E11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.017	0.015	-0.005	0.145	0.014	
Prestw-1719	Amorolfine hydrochloride	B	F11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.011	0.069	0.079	-0.158	0.008	
Prestw-1720	Anagrelide	B	H11	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.033	0.088	0.137	-0.007	0.128	
Prestw-1721	Avobenzone	B	I11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.009	-0.07	-0.08	0.126	-0.123	
Prestw-1722	Azatadine maleate	B	J11	BSF018293	BSF018297	BSF018301	BSF018305	1	0.444					0.444	0.474	-0.062	-0.015	0.284	
Prestw-1723	Benzoxiquine	B	K11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.045	0.118	0.077	-0.083	0.064	
Prestw-1726	Cefpiramide	B	L11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.06	0.151	0.087	0.046	0.105	
Prestw-1727	Cefpodoxime proxetil	B	M11	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.008	-0.012	-0.002	0.151	-0.018	
Prestw-1728	Cefprozil	B	N11	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.011	-0.055	-0.042	-0.04	-0.027	
Prestw-1729	Ceftibuten	B	O11	BSF018293	BSF018297	BSF018301	BSF018305	0						0.015	-0.195	-0.227	-0.19	-0.355	
Prestw-1730	Cefuroxime axetil	B	A12	BSF018293	BSF018297	BSF018301	BSF018305	0						0.064	0.077	0.01	0.053	-0.001	
Prestw-1731	Zoledronic acid hydrate	B	B12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.027	0.103	0.142	-0.004	0.136	
Prestw-1732	Tolcapone	B	C12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.01	0.044	0.061	-0.045	0.078	
Prestw-1733	Nitazoxanide	B	D12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.044	0.061	0.119	0.038	0.094	
Prestw-1734	Rasagiline	B	E12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.012	0.105	0.126	0.01	0.166	
Prestw-1735	Valsartan	B	F12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.031	-0.051	-0.01	-0.064	-0.014	
Prestw-1736	Irbesartan	B	G12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.035	0.003	0.044	0.042	0.033	
Prestw-1737	Indinavir sulfate	B	H12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.021	0.097	0.13	-0.005	0.117	
Prestw-1738	Risedronic acid monohydrate	B	I12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.005	-0.047	-0.034	-0.107	-0.078	
Prestw-1739	Nevirapine	B	J12	BSF018293	BSF018297	BSF018301	BSF018305	0						0.039	0.112	0.077	-0.123	0.066	
Prestw-1740	Besifloxacin hydrochloride	B	L12	BSF018293	BSF018297	BSF018301	BSF018305	1	0.392					0.392	0.446	0	0.082	0.335	
Prestw-1741	Loteprednol etabonate	B	M12	BSF018293	BSF018297	BSF018301	BSF018305	1	0.567					0.567	0.548	-0.22	0.005	0.306	
Prestw-1743	Dofetilide	B	N12	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.002	0.07	0.076	0.101	0.075	
Prestw-1744	Tolterodine tartrate	B	O12	BSF018293	BSF018297	BSF018301	BSF018305	0						0.005	-0.083	-0.088	-0.016	-0.132	
Prestw-1745	Cisatracurium besylate	B	P12	BSF018293	BSF018297	BSF018301	BSF018305	0						0.03	0.023	-0.005	0.033	0.022	
Prestw-1746	Lodoxamide	B	A13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.053	-0.02	-0.083	0.004	-0.144	
Prestw-1748	Nateglinide	B	B13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.001	-0.102	-0.112	-0.004	-0.202	
Prestw-1749	Silodosin	B	C13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.016	-0.004	-0.021	0.05	-0.042	
Prestw-1750	Terbinafine	B	E13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.028	0.063	0.035	-0.068	0.028	
Prestw-1751	Brimonidine L-Tartrate	B	F13	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.01	0.028	0.043	0.006	-0.015	
Prestw-1752	Epirubicin hydrochloride	B	G13	BSF018293	BSF018297	BSF018301	BSF018305	1	0.873	0.953		0.7	1.01	0.873	0.954	-0.417	0.702	1.011	
Prestw-1753	Tegafur	B	H13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.042	-0.138	-0.202	-0.124	-0.223	
Prestw-1756	Lofepramine	B	I13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.049	-0.116	-0.189	-0.142	-0.266	
Prestw-1758	Pantoprazole sodium	B	J13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.028	-0.067	-0.106	-0.143	-0.168	
Prestw-1759	Valdecoxib	B	K13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.056	0	-0.068	-0.142	-0.072	
Prestw-1760	Tegaserod maleate	B	M13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.085	-0.141	-0.268	-0.155	-0.315	
Prestw-1761	Rizatriptan benzoate	B	N13	BSF018293	BSF018297	BSF018301	BSF018305	1	0.507					0.507	0.462	-0.24	-0.013	0.253	
Prestw-1762	Ezetimibe	B	O13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.137	0.027	-0.155	-0.264	-0.213	
Prestw-1763	Actarit	B	P13	BSF018293	BSF018297	BSF018301	BSF018305	0						0.075	0.067	-0.017	-0.091	-0.046	
Prestw-1764	Nelfinavir mesylate	B	A14	BSF018293	BSF018297	BSF018301	BSF018305	0		0.907	0.883	1	0.984	0.25	0.908	0.883	1.002	0.985	1
Prestw-1765	Latanoprost	B	B14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.019	0.042	0.065	0.022	0.063	
Prestw-1766	Benidipine hydrochloride	B	C14	BSF018293	BSF018297	BSF018301	BSF018305	0						0.042	0.086	0.047	0.14	0.092	
Prestw-1768	Triclabendazole	B	D14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.048	-0.113	-0.055	-0.035	-0.072	
Prestw-1769	Enalaprilat dihydrate	B	E14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.017	0.048	0.069	-0.105	0.086	
Prestw-1770	Perospirone	B	G14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.035	0.009	0.056	-0.049	0.037	
Prestw-1771	Carmofur	B	H14	BSF018293	BSF018297	BSF018301	BSF018305	0						0.227	0.438	0.257	0.189	0.274	
Prestw-1772	Ampiroxicam	B	I14	BSF018293	BSF018297	BSF018301	BSF018305	0						0.015	-0.018	-0.032	-0.127	-0.074	
Prestw-1773	Ipriflavone	B	J14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.021	0.079	0.111	0.093	0.16	
Prestw-1774	Nifekalant	B	K14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.008	0.002	0.012	0.018	0.03	
Prestw-1775	Lomerizine hydrochloride	B	L14	BSF018293	BSF018297	BSF018301	BSF018305	0						0.006	0.029	0.026	0.061	0.091	
Prestw-1776	Phenprobamate	B	M14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.017	-0.004	0.018	-0.065	0.013	
Prestw-1777	Trimebutine	B	N14	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.055	0.076	0.137	-0.047	0.191	
Prestw-1778	Troxipide	B	O14	BSF018293	BSF018297	BSF018301	BSF018305	0						0.005	-0.124	-0.136	-0.154	-0.157	
Prestw-1780	Oxymetholone	B	A15	BSF018293	BSF018297	BSF018301	BSF018305	0						0.145	0.116	-0.061	-0.125	-0.105	
Prestw-1781	Alosetron hydrochloride	B	B15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.085	-0.016	0.078	-0.004	0.041	
Prestw-1782	Ritonavir	B	C15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.02	-0.161	-0.14	0.041	-0.168	
Prestw-1783	Palonosetron hydrochloride	B	D15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.077	-0.131	-0.038	-0.063	-0.071	
Prestw-1784	Ubenimex	B	E15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.001	-0.038	-0.037	-0.14	-0.055	
Prestw-1785	Phenothiazine	B	F15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.079	0.024	0.118	-0.024	0.109	
Prestw-1786	Enrofloxacin	B	G15	BSF018293	BSF018297	BSF018301	BSF018305	0						0.013	0.068	0.052	-0.157	0.016	
Prestw-1787	Homoveratrylamine	B	H15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.044	0.018	0.069	0.044	0.081	
Prestw-1788	Milnacipran hydrochloride	B	I15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.003	-0.002	0.002	-0.121	0.01	
Prestw-1791	Pregabalin	B	K15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.04	0.007	0.059	-0.082	0.057	
Prestw-1792	Pidotimod	B	L15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.083	-0.179	-0.082	-0.019	-0.107	
Prestw-1793	Raltitrexed	B	M15	BSF018293	BSF018297	BSF018301	BSF018305	0	0.849	1.114	1.073	1	1.269	0.849	1.116	1.073	1.002	1.27	
Prestw-1794	Pemetrexed disodium	B	N15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.019	-0.033	0.005	-0.065	-0.007	
Prestw-1795	Mupirocin	B	O15	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.019	-0.087	-0.073	0.014	-0.143	
Prestw-1796	Delavirdine	B	P15	BSF018293	BSF018297	BSF018301	BSF018305	0						0.029	-0.04	-0.075	-0.089	-0.187	
Prestw-1797	Grepafloxacin	B	A16	BSF018293	BSF018297	BSF018301	BSF018305	0						0.1	0.04	-0.084	-0.117	-0.099	
Prestw-1798	Mirabegron	B	B16	BSF018293	BSF018297	BSF018301	BSF018305	0						0.003	0.001	0.001	-0.069	-0.023	
Prestw-1799	Tigecycline	B	C16	BSF018293	BSF018297	BSF018301	BSF018305	0						0.011	0.121	0.112	0.015	0.148	
Prestw-1800	Zolmitriptan	B	F16	BSF018293	BSF018297	BSF018301	BSF018305	0						0.122	0.233	0.114	-0.116	0.168	
Prestw-1801	Ciclesonide	B	G16	BSF018293	BSF018297	BSF018301	BSF018305	1	0.587	0.612				0.587	0.613	-0.123	0.052	0.452	
Prestw-1802	Darunavir	B	H16	BSF018293	BSF018297	BSF018301	BSF018305	1	0.517					0.518	0.543	-0.094	0.074	0.386	
Prestw-1803	Methicillin sodium	B	I16	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.004	0.058	0.077	0.101	0.119	
Prestw-1804	Nelarabine	B	J16	BSF018293	BSF018297	BSF018301	BSF018305	0						0.042	-0.06	-0.122	-0.133	-0.176	
																			
																			
																			
																			
																			
																			
																			
																			
																			
